	Timestamp	Actuallabel	Labelpredicted_S	Labelpredicted_R	Averageprediction
65	2018-07-21 15:31:56	0	3	4	3.5
64	2018-07-21 15:31:55	0	3	4	3.5
63	2018-07-21 15:31:55	0	3	4	3.5
62	2018-07-21 15:31:54	0	0	4	2.0
61	2018-07-21 15:31:53	0	0	3	1.5
60	2018-07-21 15:31:53	0	3	4	3.5
59	2018-07-21 15:31:54	0	0	4	2.0
58	2018-07-21 15:31:54	0	0	3	1.5
57	2018-07-21 15:31:55	0	0	3	1.5
56	2018-07-21 15:31:56	0	2	4	3.0
55	2018-07-21 15:31:56	0	2	4	3.0
54	2018-07-21 15:31:57	0	0	4	2.0
53	2018-07-21 15:31:58	0	0	0	0.0
52	2018-07-21 15:31:58	0	3	4	3.5
51	2018-07-21 15:31:59	0	3	4	3.5
50	2018-07-21 15:31:59	0	0	3	1.5
49	2018-07-21 15:32:00	0	0	2	1.0
48	2018-07-21 15:32:01	0	3	4	3.5
47	2018-07-21 15:32:01	0	4	4	4.0
46	2018-07-21 15:32:02	0	0	4	2.0
45	2018-07-21 15:32:03	0	3	4	3.5
44	2018-07-21 15:32:03	0	4	1	2.5
43	2018-07-21 15:32:04	0	0	3	1.5
42	2018-07-21 15:32:05	0	3	4	3.5
41	2018-07-21 15:32:05	0	2	4	3.0
40	2018-07-21 15:32:06	0	3	1	2.0
39	2018-07-21 15:32:07	0	0	3	1.5
38	2018-07-21 15:32:07	0	3	4	3.5
37	2018-07-21 15:32:08	0	1	4	2.5
36	2018-07-21 15:32:09	0	3	4	3.5
35	2018-07-21 15:32:09	0	0	4	2.0
34	2018-07-21 15:32:10	0	2	4	3.0
33	2018-07-21 15:32:11	0	3	4	3.5
32	2018-07-21 15:32:11	0	0	1	0.5
31	2018-07-21 15:32:12	0	3	2	2.5
30	2018-07-21 15:32:12	0	0	4	2.0
29	2018-07-21 15:32:13	0	3	4	3.5
28	2018-07-21 15:32:14	0	0	4	2.0
27	2018-07-21 15:32:14	0	0	4	2.0
26	2018-07-21 15:32:15	0	0	4	2.0
25	2018-07-21 15:32:15	0	3	4	3.5
24	2018-07-21 15:32:16	0	0	4	2.0
23	2018-07-21 15:32:17	0	0	4	2.0
22	2018-07-21 15:32:17	0	3	4	3.5
21	2018-07-21 15:32:18	0	4	4	4.0
20	2018-07-21 15:32:19	0	3	4	3.5
19	2018-07-21 15:32:19	0	0	3	1.5
18	2018-07-21 15:32:20	0	3	2	2.5
17	2018-07-21 15:32:20	0	0	4	2.0
16	2018-07-21 15:32:21	0	3	4	3.5
15	2018-07-21 15:32:22	0	3	4	3.5
14	2018-07-21 15:32:22	0	2	4	3.0
13	2018-07-21 15:32:23	0	3	4	3.5
12	2018-07-21 15:32:23	0	3	4	3.5
11	2018-07-21 15:32:24	0	0	2	1.0
10	2018-07-21 15:32:24	0	3	4	3.5
9	2018-07-21 15:32:25	0	0	3	1.5
8	2018-07-21 15:32:26	0	3	1	2.0
7	2018-07-21 15:32:26	0	3	4	3.5
6	2018-07-21 15:32:27	0	3	1	2.0
5	2018-07-21 15:32:27	0	0	4	2.0
4	2018-07-21 15:32:28	0	0	1	0.5
3	2018-07-21 15:32:28	0	2	3	2.5
2	2018-07-21 15:32:29	0	3	4	3.5
1	2018-07-21 15:32:30	0	3	4	3.5
0	2018-07-21 15:32:30	0	0	3	1.5
