	Timestamp	Actuallabel	Labelpredicted_S	Labelpredicted_R	Averageprediction
76	2018-07-21 14:40:28	4	4	1	2.5
75	2018-07-21 14:40:28	4	4	2	3.0
74	2018-07-21 14:40:27	4	4	4	4.0
73	2018-07-21 14:40:26	4	2	4	3.0
72	2018-07-21 14:40:26	4	4	1	2.5
71	2018-07-21 14:40:25	4	4	2	3.0
70	2018-07-21 14:40:25	4	0	0	0.0
69	2018-07-21 14:40:24	4	4	4	4.0
68	2018-07-21 14:40:24	4	4	2	3.0
67	2018-07-21 14:40:23	4	4	4	4.0
66	2018-07-21 14:40:23	4	4	4	4.0
65	2018-07-21 14:40:22	4	4	2	3.0
64	2018-07-21 14:40:21	4	2	4	3.0
63	2018-07-21 14:40:21	4	4	2	3.0
62	2018-07-21 14:40:20	4	4	2	3.0
61	2018-07-21 14:40:20	4	4	1	2.5
60	2018-07-21 14:40:19	4	4	4	4.0
59	2018-07-21 14:40:20	4	4	1	2.5
58	2018-07-21 14:40:21	4	4	2	3.0
57	2018-07-21 14:40:21	4	2	1	1.5
56	2018-07-21 14:40:22	4	4	2	3.0
55	2018-07-21 14:40:22	4	2	4	3.0
54	2018-07-21 14:40:23	4	4	1	2.5
53	2018-07-21 14:40:23	4	0	0	0.0
52	2018-07-21 14:40:24	4	2	2	2.0
51	2018-07-21 14:40:24	4	4	2	3.0
50	2018-07-21 14:40:25	4	4	4	4.0
49	2018-07-21 14:40:26	4	4	2	3.0
48	2018-07-21 14:40:26	4	4	2	3.0
47	2018-07-21 14:40:27	4	4	2	3.0
46	2018-07-21 14:40:27	4	4	2	3.0
45	2018-07-21 14:40:28	4	4	2	3.0
44	2018-07-21 14:40:28	4	4	1	2.5
43	2018-07-21 14:40:29	4	4	1	2.5
42	2018-07-21 14:40:30	4	2	1	1.5
41	2018-07-21 14:40:30	4	4	2	3.0
40	2018-07-21 14:40:31	4	4	2	3.0
39	2018-07-21 14:40:32	4	4	2	3.0
38	2018-07-21 14:40:32	4	4	1	2.5
37	2018-07-21 14:40:33	4	4	2	3.0
36	2018-07-21 14:40:33	4	4	2	3.0
35	2018-07-21 14:40:34	4	4	4	4.0
34	2018-07-21 14:40:34	4	4	1	2.5
33	2018-07-21 14:40:35	4	4	2	3.0
32	2018-07-21 14:40:35	4	0	1	0.5
31	2018-07-21 14:40:36	4	4	2	3.0
30	2018-07-21 14:40:37	4	4	2	3.0
29	2018-07-21 14:40:37	4	4	2	3.0
28	2018-07-21 14:40:38	4	4	2	3.0
27	2018-07-21 14:40:38	4	4	4	4.0
26	2018-07-21 14:40:39	4	4	2	3.0
25	2018-07-21 14:40:39	4	4	2	3.0
24	2018-07-21 14:40:40	4	4	2	3.0
23	2018-07-21 14:40:41	4	4	4	4.0
22	2018-07-21 14:40:41	4	4	2	3.0
21	2018-07-21 14:40:42	4	4	1	2.5
20	2018-07-21 14:40:42	4	2	1	1.5
19	2018-07-21 14:40:43	4	4	2	3.0
18	2018-07-21 14:40:43	4	0	1	0.5
17	2018-07-21 14:40:44	4	4	1	2.5
16	2018-07-21 14:40:44	4	4	2	3.0
15	2018-07-21 14:40:45	4	4	2	3.0
14	2018-07-21 14:40:45	4	4	2	3.0
13	2018-07-21 14:40:46	4	2	2	2.0
12	2018-07-21 14:40:47	4	4	2	3.0
11	2018-07-21 14:40:47	4	4	2	3.0
10	2018-07-21 14:40:48	4	4	1	2.5
9	2018-07-21 14:40:48	4	4	4	4.0
8	2018-07-21 14:40:49	4	4	4	4.0
7	2018-07-21 14:40:49	4	4	2	3.0
6	2018-07-21 14:40:50	4	4	2	3.0
5	2018-07-21 14:40:50	4	4	4	4.0
4	2018-07-21 14:40:51	4	4	4	4.0
3	2018-07-21 14:40:52	4	4	2	3.0
2	2018-07-21 14:40:52	4	0	0	0.0
1	2018-07-21 14:40:53	4	4	2	3.0
0	2018-07-21 14:40:53	4	4	2	3.0
