	Timestamp	Actuallabel	Labelpredicted_S	Labelpredicted_R	Averageprediction
51	2018-07-21 15:34:54	3	0	4	2.0
50	2018-07-21 15:34:54	3	3	4	3.5
49	2018-07-21 15:34:55	3	0	3	1.5
48	2018-07-21 15:34:56	3	4	3	3.5
47	2018-07-21 15:34:56	3	2	4	3.0
46	2018-07-21 15:34:57	3	0	4	2.0
45	2018-07-21 15:34:58	3	3	4	3.5
44	2018-07-21 15:34:58	3	3	4	3.5
43	2018-07-21 15:34:59	3	0	4	2.0
42	2018-07-21 15:34:59	3	3	1	2.0
41	2018-07-21 15:35:00	3	0	3	1.5
40	2018-07-21 15:35:01	3	3	4	3.5
39	2018-07-21 15:35:01	3	3	4	3.5
38	2018-07-21 15:35:02	3	3	4	3.5
37	2018-07-21 15:35:03	3	0	4	2.0
36	2018-07-21 15:35:03	3	3	4	3.5
35	2018-07-21 15:35:04	3	3	4	3.5
34	2018-07-21 15:35:04	3	4	3	3.5
33	2018-07-21 15:35:05	3	0	4	2.0
32	2018-07-21 15:35:06	3	0	1	0.5
31	2018-07-21 15:35:06	3	0	4	2.0
30	2018-07-21 15:35:07	3	3	4	3.5
29	2018-07-21 15:35:08	3	0	3	1.5
28	2018-07-21 15:35:08	3	3	4	3.5
27	2018-07-21 15:35:09	3	3	4	3.5
26	2018-07-21 15:35:09	3	3	4	3.5
25	2018-07-21 15:35:10	3	0	1	0.5
24	2018-07-21 15:35:11	3	3	4	3.5
23	2018-07-21 15:35:11	3	3	3	3.0
22	2018-07-21 15:35:12	3	0	4	2.0
21	2018-07-21 15:35:12	3	0	0	0.0
20	2018-07-21 15:35:13	3	3	4	3.5
19	2018-07-21 15:35:13	3	0	4	2.0
18	2018-07-21 15:35:14	3	0	4	2.0
17	2018-07-21 15:35:15	3	3	4	3.5
16	2018-07-21 15:35:15	3	3	4	3.5
15	2018-07-21 15:35:16	3	3	1	2.0
14	2018-07-21 15:35:17	3	0	4	2.0
13	2018-07-21 15:35:17	3	3	3	3.0
12	2018-07-21 15:35:18	3	3	4	3.5
11	2018-07-21 15:35:18	3	0	4	2.0
10	2018-07-21 15:35:19	3	0	4	2.0
9	2018-07-21 15:35:20	3	3	3	3.0
8	2018-07-21 15:35:20	3	3	1	2.0
7	2018-07-21 15:35:21	3	3	4	3.5
6	2018-07-21 15:35:22	3	3	4	3.5
5	2018-07-21 15:35:22	3	3	1	2.0
4	2018-07-21 15:35:23	3	0	0	0.0
3	2018-07-21 15:35:23	3	0	3	1.5
2	2018-07-21 15:35:24	3	3	4	3.5
1	2018-07-21 15:35:24	3	1	4	2.5
0	2018-07-21 15:35:25	3	0	2	1.0
